payment_id,loan_id,fecha_pago,monto_pagado,estado_pago,canal_pago
P6295749,L001607,2024-04-04,170.3,Pagado,Agencia
P2130789,L000056,2024-04-05,3709.99,Parcial,App
P1981186,L000086,2024-04-05,1361.14,Pagado,Agente
P7975534,L000183,2024-04-05,221.06,Pagado,Agencia
P4761823,L000203,2024-04-05,4900.94,Pagado,Agencia
P2145653,L000466,2024-04-05,323.08,Pagado,Débito automático
P6318841,L000588,2024-04-05,225.51,Pagado,Agencia
P7588425,L000949,2024-04-05,1368.71,Pagado,App
P8403549,L000963,2024-04-05,397.53,Parcial,Agencia
P7658817,L000808,2024-04-06,1157.67,Pagado,App
P1540736,L000931,2024-04-06,4110.54,Pagado,Débito automático
P8383643,L000982,2024-04-06,466.28,Pagado,Débito automático
P3456660,L001385,2024-04-06,1793.75,Parcial,App
P7292514,L001746,2024-04-06,462.5,Vencido,App
P8153291,L000898,2024-04-07,1097.83,Pagado,App
P9569902,L000929,2024-04-07,378.78,Parcial,App
P1036858,L001350,2024-04-07,283.0,Pagado,Agencia
P6662526,L001742,2024-04-07,6284.18,Pagado,Débito automático
P8741810,L000298,2024-04-08,4113.72,Pagado,App
P5813037,L000518,2024-04-08,5749.91,Pagado,App
P2368710,L000427,2024-04-09,634.96,Pagado,App
P2225232,L000730,2024-04-09,302.15,Pagado,App
P5438490,L000270,2024-04-10,4648.66,Pagado,Agencia
P8452417,L000500,2024-04-10,3509.95,Pagado,App
P2899365,L000929,2024-04-10,525.34,Pagado,Débito automático
P4469169,L001593,2024-04-10,842.18,Pagado,Débito automático
P4514944,L000019,2024-04-11,516.13,Pagado,Débito automático
P1775337,L000157,2024-04-11,1719.25,Pagado,Agencia
P2014184,L000799,2024-04-11,1408.47,Parcial,Agente
P7294684,L001290,2024-04-11,9339.8,Parcial,Débito automático
P9487336,L000098,2024-04-12,595.27,Pagado,App
P4526280,L000142,2024-04-12,640.26,Pagado,Agencia
P5679639,L000226,2024-04-12,8223.45,Pagado,Agente
P9633492,L000288,2024-04-12,947.78,Pagado,Agencia
P2128954,L000743,2024-04-12,271.6,Parcial,App
P8261353,L001362,2024-04-12,5350.57,Parcial,App
P8629590,L001572,2024-04-12,591.57,Pagado,Débito automático
P2533463,L001705,2024-04-12,4917.92,Pagado,App
P3595941,L000412,2024-04-13,498.59,Pagado,Agente
P3829240,L000596,2024-04-13,822.67,Pagado,App
P9562677,L000723,2024-04-13,72.36,Parcial,App
P9040224,L000873,2024-04-13,1396.05,Pagado,App
P6591986,L000285,2024-04-14,2730.58,Pagado,Agente
P4016809,L001113,2024-04-14,141.51,Parcial,Débito automático
P5641917,L001463,2024-04-14,1276.43,Vencido,App
P5456573,L000271,2024-04-15,277.21,Pagado,App
P6777230,L001276,2024-04-15,1113.14,Pagado,Agencia
P5323737,L001627,2024-04-15,575.63,Parcial,Agente
P8558197,L000268,2024-04-16,1089.64,Pagado,Débito automático
P6068760,L000333,2024-04-16,521.39,Pagado,Agente
P3700047,L001384,2024-04-16,1647.82,Pagado,Débito automático
P9461748,L001523,2024-04-16,1747.68,Parcial,Agencia
P2714803,L000009,2024-04-17,2308.06,Pagado,App
P2932227,L000346,2024-04-17,3881.38,Pagado,Agencia
P8538325,L000509,2024-04-17,562.25,Pagado,Débito automático
P6851946,L000669,2024-04-17,242.07,Pagado,Agente
P1563316,L000743,2024-04-17,272.55,Pagado,Agencia
P3539636,L000983,2024-04-17,1066.05,Pagado,App
P7720828,L001613,2024-04-17,896.99,Parcial,Agencia
P4818418,L000123,2024-04-18,6411.71,Parcial,App
P3862327,L001653,2024-04-18,6507.66,Parcial,Agencia
P6573147,L000120,2024-04-19,734.68,Pagado,App
P7049927,L000529,2024-04-20,1747.08,Pagado,App
P5249899,L000542,2024-04-20,617.98,Pagado,App
P3177199,L000585,2024-04-20,1812.2,Pagado,App
P7784575,L001083,2024-04-20,136.59,Pagado,Agencia
P8901136,L001172,2024-04-20,1395.94,Pagado,App
P8360481,L001708,2024-04-20,7160.83,Parcial,Agencia
P1847581,L001769,2024-04-20,1606.01,Pagado,App
P4374754,L000050,2024-04-21,2756.88,Pagado,Agencia
P6049101,L000141,2024-04-21,1937.29,Pagado,Agente
P5886733,L000526,2024-04-21,445.73,Pagado,App
P8525204,L000733,2024-04-21,3618.06,Vencido,Débito automático
P2543145,L001094,2024-04-21,8387.2,Vencido,App
P9801946,L000245,2024-04-22,150.7,Pagado,App
P8942330,L000542,2024-04-22,403.69,Pagado,Agente
P6040467,L000861,2024-04-22,1041.17,Pagado,App
P4002466,L001041,2024-04-22,136.34,Pagado,Débito automático
P2004872,L001063,2024-04-22,1346.13,Pagado,Agencia
P1767026,L001280,2024-04-22,17682.5,Pagado,Débito automático
P4224451,L001688,2024-04-22,1095.35,Parcial,App
P9094999,L000299,2024-04-23,874.2,Pagado,Agencia
P4827527,L000829,2024-04-23,6365.05,Pagado,App
P4280754,L000853,2024-04-23,605.32,Pagado,Agencia
P7591805,L001166,2024-04-23,1548.55,Pagado,Agencia
P1938047,L001511,2024-04-23,13284.18,Vencido,App
P4007598,L000806,2024-04-24,569.11,Pagado,Agencia
P1412092,L000882,2024-04-24,153.45,Pagado,Agente
P2530068,L000968,2024-04-24,549.49,Pagado,Agencia
P5641923,L000106,2024-04-25,3236.24,Pagado,Débito automático
P4959345,L000560,2024-04-25,1596.82,Pagado,App
P9729882,L000722,2024-04-25,981.74,Pagado,App
P7393310,L001630,2024-04-25,4361.81,Vencido,Débito automático
P3211291,L000378,2024-04-26,1881.04,Pagado,App
P1954456,L000470,2024-04-26,188.83,Vencido,App
P3599548,L000494,2024-04-26,339.61,Pagado,Débito automático
P9088465,L001494,2024-04-26,1594.68,Pagado,Agente
P1110936,L000800,2024-04-27,2818.48,Pagado,Agencia
P3617171,L001594,2024-04-27,967.01,Pagado,Agente
P4337963,L001629,2024-04-27,9789.93,Parcial,Débito automático
P9235577,L000251,2024-04-28,374.44,Pagado,App
P8023963,L000505,2024-04-28,4813.95,Pagado,Agencia
P3818391,L001098,2024-04-28,475.83,Pagado,Agente
P5173551,L001737,2024-04-28,74.05,Pagado,App
P3222252,L000098,2024-04-29,697.89,Pagado,App
P4048907,L000197,2024-04-29,12817.69,Pagado,App
P6805039,L001415,2024-04-29,1955.52,Pagado,Agencia
P8995004,L001625,2024-04-29,711.01,Pagado,Agente
P3653760,L001742,2024-04-29,8601.02,Pagado,Agente
P2188789,L000057,2024-04-30,260.77,Pagado,Débito automático
P6649968,L000496,2024-04-30,359.87,Pagado,Débito automático
P2346371,L000733,2024-04-30,3730.54,Pagado,Agente
P6973148,L001594,2024-04-30,651.48,Pagado,Agencia
P3320821,L000031,2024-05-01,1304.44,Pagado,App
P2566777,L000155,2024-05-01,555.04,Pagado,App
P4446065,L000722,2024-05-01,1220.78,Pagado,App
P8876742,L000779,2024-05-01,1720.54,Pagado,Agencia
P5157165,L000987,2024-05-01,357.9,Pagado,App
P5471581,L001121,2024-05-01,1595.63,Pagado,Agencia
P9213740,L001267,2024-05-01,323.94,Pagado,App
P4763487,L001289,2024-05-01,4695.63,Pagado,Agencia
P9419134,L000655,2024-05-02,4079.73,Pagado,App
P1933413,L000723,2024-05-02,120.42,Pagado,Agente
P6271120,L000862,2024-05-02,4022.51,Pagado,Agencia
P2133008,L001001,2024-05-02,864.86,Pagado,Agencia
P5266266,L001358,2024-05-02,4490.63,Pagado,Agente
P2754894,L000285,2024-05-03,3061.7,Pagado,App
P3233823,L000981,2024-05-03,290.24,Pagado,App
P4919346,L001071,2024-05-03,1271.12,Pagado,App
P3986212,L001430,2024-05-03,761.36,Pagado,Agente
P6952633,L001121,2024-05-04,2186.81,Parcial,Agencia
P3940561,L001560,2024-05-04,5490.85,Pagado,App
P3226333,L000970,2024-05-05,5027.12,Pagado,Agencia
P7077878,L001538,2024-05-05,11615.97,Pagado,Agente
P6923972,L001585,2024-05-05,6575.96,Pagado,Agente
P8050508,L001683,2024-05-05,452.85,Pagado,Agencia
P8215376,L000398,2024-05-06,238.06,Pagado,Débito automático
P7371160,L001325,2024-05-06,1283.77,Pagado,Agente
P1423996,L001382,2024-05-06,115.6,Pagado,App
P5107245,L000020,2024-05-07,3110.38,Pagado,App
P2983483,L000713,2024-05-07,578.64,Pagado,App
P5381318,L001249,2024-05-07,2096.05,Pagado,Débito automático
P8057906,L001528,2024-05-07,248.41,Pagado,Agente
P7501017,L001719,2024-05-07,1330.91,Pagado,Agente
P3670896,L000122,2024-05-08,3445.44,Pagado,App
P4717770,L000238,2024-05-08,81.79,Pagado,Débito automático
P1275739,L000525,2024-05-08,2902.33,Pagado,Agente
P4736121,L000737,2024-05-08,763.83,Parcial,Débito automático
P1262699,L000819,2024-05-08,1131.66,Pagado,Agente
P4574477,L000983,2024-05-08,1628.4,Vencido,Agencia
P1133700,L001052,2024-05-08,1854.46,Pagado,App
P7124992,L001613,2024-05-08,822.87,Pagado,App
P1191837,L001761,2024-05-08,1078.43,Parcial,Débito automático
P9293086,L000229,2024-05-09,201.42,Vencido,Agencia
P5874908,L001308,2024-05-09,6798.94,Pagado,Agente
P5797075,L001381,2024-05-09,2050.53,Parcial,Débito automático
P1214253,L001381,2024-05-09,1248.88,Pagado,Agencia
P9663280,L001494,2024-05-09,1930.93,Pagado,App
P2189067,L001729,2024-05-09,2451.44,Pagado,App
P8883823,L000268,2024-05-10,659.29,Pagado,Agente
P6098752,L001053,2024-05-10,391.58,Pagado,Débito automático
P5825775,L001391,2024-05-10,1539.33,Pagado,App
P5752426,L001536,2024-05-10,3853.16,Pagado,Agencia
P4796608,L001572,2024-05-10,639.67,Pagado,Agencia
P5159388,L000607,2024-05-11,759.42,Pagado,App
P7720644,L000623,2024-05-11,856.67,Pagado,App
P7799441,L000812,2024-05-11,907.75,Pagado,App
P3302031,L001023,2024-05-11,1317.52,Pagado,Débito automático
P3913368,L001364,2024-05-11,1914.18,Pagado,Débito automático
P8561977,L001613,2024-05-11,1029.99,Pagado,Agencia
P8048838,L000183,2024-05-12,235.05,Parcial,Agencia
P8416270,L000428,2024-05-12,2612.01,Vencido,Agente
P3057514,L000575,2024-05-12,1888.15,Pagado,Agencia
P3860717,L000648,2024-05-12,953.64,Pagado,App
P9037616,L000678,2024-05-12,700.16,Pagado,Débito automático
P6173311,L001171,2024-05-12,4894.67,Pagado,Débito automático
P2538698,L000510,2024-05-13,1705.53,Parcial,App
P4552356,L001446,2024-05-13,593.65,Pagado,Agencia
P7675310,L001602,2024-05-13,4472.49,Pagado,App
P5947563,L000397,2024-05-14,9882.83,Pagado,App
P3972018,L000463,2024-05-14,1389.25,Pagado,Agencia
P8344365,L000478,2024-05-14,1420.95,Pagado,Débito automático
P5782563,L000508,2024-05-14,3225.89,Pagado,App
P5070038,L000774,2024-05-14,588.43,Pagado,App
P5164420,L001080,2024-05-14,2702.14,Pagado,Débito automático
P2127988,L000560,2024-05-15,1568.32,Pagado,Agente
P5003671,L001016,2024-05-15,1545.25,Pagado,Débito automático
P3283577,L001071,2024-05-15,1113.2,Pagado,Agencia
P7640300,L001201,2024-05-15,1497.56,Pagado,App
P3698193,L000285,2024-05-16,3820.67,Pagado,Débito automático
P2135470,L000529,2024-05-16,1731.23,Pagado,Débito automático
P4953417,L001182,2024-05-16,2620.87,Vencido,App
P3578714,L001407,2024-05-16,1216.78,Pagado,Agente
P9090660,L001527,2024-05-16,198.03,Pagado,Débito automático
P3395441,L000559,2024-05-17,517.73,Pagado,App
P9240971,L000574,2024-05-17,2450.26,Pagado,App
P6031294,L000757,2024-05-17,3108.42,Pagado,Agencia
P2387242,L000813,2024-05-17,24285.31,Pagado,App
P6430006,L000939,2024-05-17,783.08,Pagado,Débito automático
P1280001,L001001,2024-05-17,668.67,Pagado,Débito automático
P1492516,L001027,2024-05-17,1614.04,Pagado,App
P4579482,L001411,2024-05-17,2110.3,Pagado,Débito automático
P3586950,L000596,2024-05-18,781.64,Pagado,Agente
P1160974,L001058,2024-05-18,298.46,Pagado,App
P5216804,L001394,2024-05-18,1453.83,Parcial,Agente
P6867267,L001787,2024-05-18,602.15,Pagado,Agencia
P8389750,L001789,2024-05-18,904.14,Pagado,Débito automático
P9103837,L001794,2024-05-18,286.69,Parcial,App
P2692765,L000743,2024-05-19,332.03,Parcial,Agente
P9988193,L000804,2024-05-19,894.19,Pagado,App
P3650391,L000332,2024-05-20,4564.62,Pagado,Débito automático
P9692311,L000591,2024-05-20,2759.72,Pagado,Agencia
P5487430,L000607,2024-05-20,732.36,Pagado,App
P1011340,L000963,2024-05-20,448.35,Vencido,Débito automático
P9058573,L001170,2024-05-20,482.56,Pagado,Débito automático
P5240303,L001449,2024-05-20,1760.75,Pagado,Agencia
P4905100,L001117,2024-05-21,4335.27,Pagado,Débito automático
P4796108,L001276,2024-05-21,1348.04,Pagado,Agencia
P9444462,L001526,2024-05-21,293.45,Pagado,Débito automático
P4163696,L001667,2024-05-21,731.19,Pagado,Débito automático
P2921859,L000037,2024-05-22,288.24,Parcial,Débito automático
P1432519,L000377,2024-05-22,1619.96,Pagado,Agencia
P6869018,L000488,2024-05-22,624.37,Pagado,Agencia
P9909397,L000682,2024-05-22,2340.27,Pagado,App
P2746679,L001144,2024-05-22,2225.8,Pagado,Débito automático
P2171198,L001455,2024-05-22,168.09,Pagado,App
P7039941,L001746,2024-05-22,324.15,Pagado,Agencia
P6647119,L000009,2024-05-23,1861.42,Pagado,App
P7754864,L000066,2024-05-23,11295.03,Pagado,Agente
P1358318,L000372,2024-05-23,3163.15,Pagado,App
P8052503,L000732,2024-05-23,10361.7,Pagado,App
P4411424,L000763,2024-05-23,3048.33,Parcial,Agente
P8999489,L000970,2024-05-23,3283.26,Pagado,App
P7007679,L001407,2024-05-23,974.94,Vencido,App
P1257807,L001571,2024-05-23,124.57,Pagado,Agencia
P1236293,L000700,2024-05-24,984.87,Pagado,Agente
P8597490,L001372,2024-05-24,639.79,Pagado,App
P7156398,L000566,2024-05-25,553.32,Pagado,App
P2969909,L000715,2024-05-25,1932.6,Pagado,App
P3757404,L000894,2024-05-25,3635.72,Pagado,Agencia
P9720156,L001538,2024-05-25,6959.46,Pagado,Agencia
P3005795,L000242,2024-05-26,2584.22,Vencido,App
P1848566,L000372,2024-05-26,4248.87,Pagado,Agencia
P9124053,L000852,2024-05-26,2299.38,Pagado,Agente
P8990355,L001182,2024-05-26,2849.7,Pagado,App
P3025778,L001358,2024-05-26,4370.0,Vencido,App
P9625782,L001477,2024-05-26,3859.32,Pagado,Agencia
P6901533,L000186,2024-05-27,867.36,Pagado,Agencia
P5063384,L000648,2024-05-27,755.68,Pagado,Agencia
P6966913,L001753,2024-05-27,1362.93,Pagado,Agente
P5948917,L001443,2024-05-28,7349.26,Pagado,App
P5711201,L001499,2024-05-28,681.16,Parcial,Agencia
P8062546,L000379,2024-05-29,14621.06,Pagado,Débito automático
P6897979,L000555,2024-05-29,3802.13,Pagado,Agencia
P7540534,L001651,2024-05-29,176.65,Pagado,Agencia
P8563202,L000226,2024-05-30,6496.53,Pagado,Agencia
P5398338,L000351,2024-05-30,1915.19,Pagado,Agencia
P9102469,L000600,2024-05-30,4353.99,Pagado,Agencia
P8015136,L000611,2024-05-30,2277.22,Parcial,Agencia
P4345615,L001272,2024-05-30,9190.8,Pagado,Débito automático
P1964069,L001560,2024-05-30,2950.23,Pagado,Débito automático
P2622400,L001180,2024-05-31,941.33,Pagado,Débito automático
P7514172,L001253,2024-05-31,4769.52,Pagado,App
P2651177,L000066,2024-06-01,13685.95,Pagado,Agencia
P1522452,L000559,2024-06-01,845.76,Pagado,App
P3247055,L000620,2024-06-01,388.75,Pagado,Agente
P1705758,L000676,2024-06-01,2373.65,Vencido,Débito automático
P5375063,L000783,2024-06-01,1485.76,Pagado,Débito automático
P9484790,L000797,2024-06-01,1204.7,Pagado,App
P8304686,L001186,2024-06-01,750.03,Parcial,App
P6911017,L001743,2024-06-01,848.45,Pagado,App
P8719145,L000450,2024-06-02,3417.2,Pagado,Débito automático
P4391627,L000721,2024-06-02,1573.96,Parcial,Débito automático
P2236638,L001153,2024-06-02,1395.98,Pagado,App
P9504862,L001336,2024-06-02,2979.16,Pagado,App
P6678044,L001553,2024-06-03,1214.08,Parcial,App
P1949670,L001384,2024-06-04,2056.43,Pagado,Débito automático
P7830585,L001573,2024-06-04,3981.97,Parcial,Débito automático
P2560439,L001587,2024-06-04,8900.2,Pagado,Agente
P2180916,L001732,2024-06-04,361.25,Pagado,Débito automático
P4931560,L000746,2024-06-05,1228.3,Vencido,Débito automático
P3529642,L001264,2024-06-05,2463.47,Pagado,Agencia
P8973718,L001704,2024-06-05,11162.84,Pagado,App
P5693260,L000363,2024-06-06,3275.92,Pagado,Débito automático
P5856117,L000436,2024-06-06,14785.84,Pagado,App
P1858283,L000623,2024-06-06,1019.0,Parcial,Agencia
P5624635,L000740,2024-06-06,228.55,Parcial,App
P5278117,L000763,2024-06-06,2836.15,Pagado,Débito automático
P2599906,L000814,2024-06-06,1083.64,Pagado,Débito automático
P4367121,L001798,2024-06-07,138.58,Parcial,Agente
P2548511,L000106,2024-06-08,3473.51,Pagado,Agente
P3345069,L000356,2024-06-08,699.63,Pagado,Débito automático
P3503456,L000757,2024-06-09,4997.18,Pagado,App
P6483562,L000199,2024-06-10,383.54,Parcial,Agente
P2906718,L000380,2024-06-10,621.57,Pagado,Débito automático
P8584017,L000576,2024-06-10,273.96,Parcial,Agente
P1601160,L001344,2024-06-10,2932.72,Pagado,Agencia
P5171761,L000067,2024-06-11,938.69,Pagado,Débito automático
P6188935,L000135,2024-06-11,6820.38,Pagado,Agente
P3920762,L000578,2024-06-11,3984.13,Pagado,Agencia
P4346315,L000687,2024-06-11,1016.95,Pagado,App
P6834610,L000734,2024-06-11,2335.27,Pagado,Débito automático
P9304216,L000922,2024-06-11,1879.47,Parcial,Agente
P6630978,L001259,2024-06-11,1400.34,Pagado,Agencia
P7715084,L001314,2024-06-11,945.62,Pagado,Agencia
P7268704,L001667,2024-06-11,937.53,Pagado,App
P8639388,L001675,2024-06-11,2235.45,Pagado,App
P2642635,L000074,2024-06-12,2888.6,Parcial,Agente
P8823741,L001405,2024-06-12,1616.25,Pagado,Agencia
P9178787,L001630,2024-06-12,4399.38,Pagado,Agencia
P8279795,L000814,2024-06-13,1569.12,Parcial,Agencia
P9260100,L001601,2024-06-13,1752.72,Vencido,Agencia
P4725179,L000511,2024-06-14,153.27,Pagado,App
P7324856,L000871,2024-06-14,1729.49,Pagado,Agente
P4150584,L001676,2024-06-14,265.94,Pagado,Agencia
P1560573,L001153,2024-06-15,2186.37,Pagado,Agencia
P2098434,L001425,2024-06-15,1691.04,Pagado,Agencia
P5509119,L001026,2024-06-16,1682.46,Pagado,App
P2614912,L001722,2024-06-16,2476.77,Pagado,App
P5605016,L000338,2024-06-17,5215.42,Pagado,App
P7938388,L000753,2024-06-17,309.06,Pagado,Débito automático
P9795418,L001777,2024-06-17,169.57,Pagado,App
P9453010,L000382,2024-06-18,4120.79,Pagado,App
P1633297,L000496,2024-06-18,274.36,Pagado,Agente
P6274512,L000566,2024-06-18,353.8,Pagado,Débito automático
P5748945,L000776,2024-06-18,6467.29,Pagado,App
P4139874,L001103,2024-06-18,807.37,Pagado,Agente
P1028374,L000133,2024-06-19,578.81,Pagado,Débito automático
P4442778,L000373,2024-06-19,7644.38,Pagado,Agencia
P8199311,L000414,2024-06-19,2241.22,Vencido,Débito automático
P7075878,L000561,2024-06-19,2189.94,Pagado,App
P1198826,L000802,2024-06-19,3218.66,Parcial,Débito automático
P1190431,L001023,2024-06-19,1313.04,Pagado,App
P5781295,L000100,2024-06-20,17329.65,Pagado,App
P8447546,L000555,2024-06-20,3317.9,Parcial,Débito automático
P8010946,L000690,2024-06-20,503.79,Parcial,Agente
P4143912,L000841,2024-06-20,155.26,Pagado,Agencia
P2374659,L001171,2024-06-20,3694.67,Parcial,Agente
P7978168,L001411,2024-06-20,2220.45,Pagado,Débito automático
P1020136,L001527,2024-06-20,174.91,Pagado,App
P4889890,L000899,2024-06-21,6076.59,Pagado,App
P5893511,L001069,2024-06-21,67.34,Pagado,Agencia
P3860721,L001310,2024-06-21,1307.04,Pagado,Débito automático
P3202464,L001652,2024-06-21,1007.31,Pagado,App
P7622840,L001668,2024-06-21,1889.73,Pagado,Agente
P3266362,L001748,2024-06-21,477.65,Parcial,Débito automático
P4768844,L000155,2024-06-22,447.33,Pagado,Agente
P5835492,L000286,2024-06-22,44.04,Pagado,Débito automático
P5440189,L000598,2024-06-22,10346.3,Pagado,App
P2510773,L000614,2024-06-22,1029.87,Pagado,App
P6258215,L001266,2024-06-22,1180.44,Parcial,App
P7692945,L001587,2024-06-22,6307.71,Pagado,Agencia
P7707501,L001755,2024-06-22,16847.31,Parcial,App
P8106422,L000106,2024-06-23,2475.37,Pagado,Agencia
P1305857,L000492,2024-06-23,2890.05,Pagado,Agencia
P8236404,L001159,2024-06-23,1168.33,Vencido,Débito automático
P9909268,L001275,2024-06-23,3000.09,Pagado,App
P6546608,L001302,2024-06-23,361.36,Pagado,Débito automático
P4536326,L001425,2024-06-23,1735.96,Pagado,Débito automático
P3564251,L000032,2024-06-24,443.31,Pagado,App
P3770370,L000050,2024-06-24,4004.64,Pagado,Agente
P7083379,L000492,2024-06-24,2249.12,Pagado,App
P7918793,L000795,2024-06-24,2277.61,Pagado,App
P5960564,L001714,2024-06-24,1367.56,Vencido,Agencia
P7271672,L001791,2024-06-24,3050.13,Parcial,Débito automático
P7264956,L000052,2024-06-25,31.86,Pagado,Débito automático
P6862008,L001411,2024-06-25,1482.5,Pagado,Agente
P7927377,L001674,2024-06-25,6748.7,Pagado,App
P1006810,L000141,2024-06-26,2172.18,Pagado,Débito automático
P3226183,L000946,2024-06-26,316.68,Pagado,Débito automático
P3275826,L001218,2024-06-26,781.12,Pagado,App
P6562703,L001463,2024-06-26,1575.65,Pagado,Agencia
P9168181,L001494,2024-06-26,1183.81,Pagado,App
P3256060,L001617,2024-06-26,150.04,Parcial,App
P7907400,L000120,2024-06-27,712.23,Pagado,Agencia
P9214830,L000919,2024-06-27,1178.67,Pagado,App
P5437118,L000620,2024-06-28,537.96,Parcial,App
P4789255,L000811,2024-06-28,808.48,Pagado,Débito automático
P5185752,L001220,2024-06-28,3644.23,Pagado,Agente
P8912226,L000655,2024-06-29,4467.92,Pagado,Débito automático
P8085252,L000975,2024-06-29,6257.59,Vencido,App
P6800713,L001332,2024-06-29,826.8,Vencido,App
P8688755,L000097,2024-06-30,757.59,Pagado,App
P6743294,L000659,2024-06-30,1162.99,Pagado,Débito automático
P3249703,L000759,2024-06-30,1491.04,Pagado,Débito automático
P1517756,L000925,2024-06-30,541.03,Pagado,Débito automático
P9774573,L001026,2024-06-30,2771.89,Pagado,Débito automático
P2828260,L001071,2024-06-30,1268.66,Pagado,Débito automático
P3970181,L001656,2024-06-30,65.59,Pagado,Agente
P5944490,L001712,2024-06-30,1989.05,Pagado,App
P5293936,L001728,2024-06-30,1914.55,Pagado,Agente
P3345135,L000636,2024-07-01,873.14,Parcial,Agente
P3023227,L000974,2024-07-01,963.49,Pagado,Agencia
P8024028,L001369,2024-07-01,3402.28,Vencido,Agencia
P1162230,L000109,2024-07-02,973.21,Pagado,Agente
P1929673,L000591,2024-07-02,4340.31,Vencido,App
P1365746,L001092,2024-07-02,230.73,Pagado,Débito automático
P7453568,L001369,2024-07-02,3235.64,Parcial,App
P4680314,L001517,2024-07-02,564.71,Pagado,Agencia
P3260430,L001709,2024-07-02,311.08,Parcial,App
P7232293,L000351,2024-07-03,1473.08,Pagado,Débito automático
P4883465,L001065,2024-07-03,248.54,Pagado,Agente
P5924115,L000038,2024-07-04,523.07,Pagado,Agente
P5437001,L000102,2024-07-04,1405.02,Vencido,Débito automático
P8007741,L000447,2024-07-04,1128.11,Pagado,Agencia
P1781180,L000817,2024-07-04,1758.18,Pagado,Agencia
P8873361,L001333,2024-07-04,903.35,Pagado,Débito automático
P3120836,L001652,2024-07-04,594.18,Pagado,Agencia
P4744854,L000002,2024-07-05,1181.97,Pagado,App
P6218367,L000209,2024-07-05,623.11,Vencido,Débito automático
P4327421,L000212,2024-07-06,6653.39,Pagado,Agencia
P6952975,L000232,2024-07-06,734.55,Vencido,Débito automático
P3642499,L000578,2024-07-06,7985.83,Pagado,Agente
P2962077,L000914,2024-07-07,3701.14,Pagado,Débito automático
P8545256,L000933,2024-07-07,1141.99,Parcial,Agente
P6440561,L000022,2024-07-08,26272.28,Parcial,App
P8607331,L000725,2024-07-08,1740.85,Pagado,Débito automático
P4928281,L000968,2024-07-08,875.91,Parcial,Agencia
P8829893,L001243,2024-07-08,1818.66,Pagado,App
P6272037,L001329,2024-07-08,1562.82,Pagado,App
P4857587,L001585,2024-07-08,5315.08,Parcial,Agencia
P2867825,L000002,2024-07-09,1598.63,Vencido,Débito automático
P3342608,L000029,2024-07-09,1405.96,Pagado,Débito automático
P8201300,L000968,2024-07-09,514.05,Pagado,App
P9375710,L000026,2024-07-10,888.96,Pagado,Agencia
P7724045,L000418,2024-07-10,1225.31,Pagado,Débito automático
P3587931,L000497,2024-07-10,407.36,Pagado,Agente
P2414508,L001651,2024-07-10,137.19,Pagado,App
P8297709,L001656,2024-07-10,57.6,Pagado,App
P8289551,L001775,2024-07-10,8008.3,Pagado,Débito automático
P4084977,L000758,2024-07-11,701.48,Pagado,Agente
P7312844,L001059,2024-07-11,13446.58,Pagado,Agencia
P7053183,L001412,2024-07-11,1564.32,Pagado,Débito automático
P1463060,L000129,2024-07-12,9198.17,Pagado,App
P2957497,L000356,2024-07-12,938.47,Pagado,Agencia
P7333337,L000733,2024-07-12,3387.69,Pagado,Agencia
P5484964,L000808,2024-07-12,1187.47,Pagado,App
P1320859,L001288,2024-07-12,42.42,Pagado,Agente
P6909569,L001380,2024-07-12,609.68,Pagado,Agente
P3198638,L000496,2024-07-13,194.33,Pagado,Agencia
P5474830,L000549,2024-07-13,1340.8,Pagado,App
P4599894,L000574,2024-07-13,3209.44,Pagado,Agencia
P6086650,L000771,2024-07-13,1426.96,Pagado,Agencia
P7327855,L000812,2024-07-13,965.51,Parcial,Agente
P2707116,L000907,2024-07-13,111.87,Pagado,App
P5255251,L001540,2024-07-13,1325.89,Pagado,Débito automático
P5078362,L001703,2024-07-13,2205.53,Pagado,Agencia
P6701311,L000418,2024-07-14,569.86,Pagado,App
P6041569,L000754,2024-07-14,2123.98,Pagado,Débito automático
P8454356,L001292,2024-07-14,757.06,Pagado,Agencia
P5435176,L001482,2024-07-14,712.57,Pagado,Débito automático
P2074176,L000055,2024-07-15,5951.45,Pagado,Agente
P5791184,L000574,2024-07-15,2890.05,Pagado,Agente
P5845843,L000919,2024-07-15,1639.89,Parcial,App
P8987516,L000234,2024-07-16,2021.86,Pagado,Débito automático
P2105817,L000485,2024-07-16,130.44,Parcial,Agencia
P8501590,L000555,2024-07-17,2678.55,Pagado,App
P1388833,L000613,2024-07-17,6323.24,Pagado,Agencia
P1122986,L001425,2024-07-17,2099.72,Pagado,App
P4085098,L001644,2024-07-17,13075.65,Pagado,App
P1177097,L001661,2024-07-17,229.55,Vencido,Agente
P9911492,L000325,2024-07-18,2362.98,Pagado,App
P5949909,L000715,2024-07-18,2035.78,Pagado,Agente
P1987737,L000056,2024-07-20,2345.76,Pagado,Débito automático
P7136730,L000620,2024-07-20,338.72,Pagado,Agencia
P7976731,L000717,2024-07-20,511.07,Pagado,App
P9146760,L001199,2024-07-20,3336.92,Pagado,App
P7528076,L001555,2024-07-20,1087.35,Pagado,App
P2342843,L001558,2024-07-20,62.07,Pagado,Agencia
P3962978,L001617,2024-07-20,174.18,Pagado,Agencia
P7684074,L001621,2024-07-20,1523.62,Pagado,App
