tx_id,cliente_id,monto,canal,fecha_hora,comercio,tipo_tx
TX0000344,C00119,230.62,POS,2026-01-23 03:00:00,Viajes,Compra
TX0000345,C00238,1492.18,App,2026-02-02 21:45:00,Viajes,Compra
TX0000346,C00165,267.22,Web,2026-01-24 03:47:00,Gasolinera,Pago
TX0000347,C00039,42.86,App,2026-03-02 15:01:00,Viajes,Compra
TX0000348,C00170,309.66,POS,2026-02-20 18:28:00,Viajes,Transferencia
TX0000349,C00208,478.57,Web,2026-01-31 00:10:00,Ecommerce,Retiro
TX0000350,C00396,2425.81,POS,2026-03-24 15:57:00,Gasolinera,Pago
TX0000351,C00147,329.11,POS,2026-02-23 20:57:00,Retail,Pago
TX0000352,C00281,423.5,POS,2026-02-28 10:02:00,Supermercado,Transferencia
TX0000353,C00338,1903.84,ATM,2026-03-21 17:58:00,Retail,Transferencia
TX0000354,C00066,1727.87,ATM,2026-04-12 14:54:00,Farmacia,Retiro
TX0000355,C00079,698.05,App,2026-04-11 21:17:00,Retail,Compra
TX0000356,C00352,266.82,POS,2026-02-04 21:37:00,Retail,Compra
TX0000357,C00262,85.63,Web,2026-03-23 12:04:00,Servicios,Transferencia
TX0000358,C00184,507.54,Web,2026-01-31 09:24:00,Retail,Compra
TX0000359,C00405,584.81,App,2026-02-02 23:38:00,Viajes,Compra
TX0000360,C00224,116.79,POS,2026-02-18 23:48:00,Servicios,Pago
TX0000361,C00182,917.51,ATM,2026-03-27 19:15:00,Farmacia,Compra
TX0000362,C00279,52.04,App,2026-02-27 17:29:00,Retail,Pago
TX0000363,C00408,378.65,POS,2026-01-31 09:08:00,Servicios,Compra
TX0000364,C00116,427.73,POS,2026-04-02 12:45:00,Restaurante,Pago
TX0000365,C00087,1125.1,Web,2026-01-27 17:59:00,Servicios,Compra
TX0000366,C00325,576.95,ATM,2026-04-06 05:11:00,Supermercado,Transferencia
TX0000367,C00433,1552.48,Web,2026-02-16 11:20:00,Ecommerce,Compra
TX0000368,C00112,78.25,Web,2026-02-10 09:04:00,Viajes,Retiro
TX0000369,C00354,260.65,Web,2026-02-17 22:06:00,Farmacia,Compra
TX0000370,C00217,1062.5,POS,2026-03-03 08:09:00,Servicios,Compra
TX0000371,C00033,1560.23,Web,2026-03-12 07:05:00,Gasolinera,Transferencia
TX0000372,C00282,118.95,POS,2026-02-20 19:27:00,Servicios,Compra
TX0000373,C00323,205.59,POS,2026-04-05 13:47:00,Supermercado,Transferencia
TX0000374,C00381,287.11,App,2026-01-31 05:35:00,Viajes,Transferencia
TX0000375,C00207,242.49,App,2026-03-15 20:05:00,Retail,Retiro
TX0000376,C00254,58.29,POS,2026-03-30 06:13:00,Ecommerce,Transferencia
TX0000377,C00432,19.12,POS,2026-01-28 17:04:00,Restaurante,Transferencia
TX0000378,C00321,693.07,App,2026-02-09 12:27:00,Retail,Transferencia
TX0000379,C00216,1199.84,App,2026-02-17 09:38:00,Servicios,Compra
TX0000380,C00322,915.67,Web,2026-04-13 06:02:00,Servicios,Transferencia
TX0000381,C00450,306.12,POS,2026-02-19 15:38:00,Ecommerce,Retiro
TX0000382,C00088,1262.98,App,2026-01-27 11:04:00,Supermercado,Compra
TX0000383,C00011,340.55,Web,2026-02-07 07:47:00,Supermercado,Transferencia
TX0000384,C00251,1767.27,ATM,2026-02-25 22:29:00,Restaurante,Retiro
TX0000385,C00370,973.48,POS,2026-03-19 16:06:00,Servicios,Retiro
TX0000386,C00304,5.88,Web,2026-02-28 19:15:00,Restaurante,Retiro
TX0000387,C00298,562.3,Web,2026-02-15 06:51:00,Servicios,Compra
TX0000388,C00118,399.35,App,2026-02-12 17:52:00,Farmacia,Transferencia
TX0000389,C00301,742.14,App,2026-01-27 16:36:00,Servicios,Compra
TX0000390,C00351,1359.26,ATM,2026-03-16 03:50:00,Ecommerce,Transferencia
TX0000391,C00278,542.49,ATM,2026-03-30 14:04:00,Supermercado,Compra
TX0000392,C00104,218.75,ATM,2026-01-29 00:06:00,Ecommerce,Pago
TX0000393,C00182,2008.22,Web,2026-01-25 03:19:00,Servicios,Compra
TX0000394,C00349,403.07,POS,2026-04-09 19:45:00,Farmacia,Compra
TX0000395,C00021,437.41,POS,2026-02-19 14:49:00,Retail,Pago
TX0000396,C00212,512.02,ATM,2026-04-21 01:52:00,Supermercado,Compra
TX0000397,C00287,464.62,App,2026-01-28 21:59:00,Gasolinera,Compra
TX0000398,C00438,39.6,POS,2026-01-25 23:58:00,Farmacia,Compra
TX0000399,C00252,204.03,POS,2026-02-19 09:03:00,Retail,Pago
TX0000400,C00274,1691.78,Web,2026-02-20 02:47:00,Retail,Compra
TX0000401,C00032,476.62,Web,2026-03-26 03:20:00,Supermercado,Transferencia
TX0000402,C00408,268.91,POS,2026-02-07 18:30:00,Restaurante,Pago
TX0000403,C00087,1687.57,POS,2026-04-14 21:29:00,Supermercado,Transferencia
TX0000404,C00193,827.16,Web,2026-04-08 00:38:00,Farmacia,Compra
TX0000405,C00288,671.15,POS,2026-01-25 23:56:00,Viajes,Compra
TX0000406,C00041,106.97,POS,2026-03-12 15:39:00,Retail,Transferencia
TX0000407,C00263,130.94,POS,2026-04-06 07:33:00,Viajes,Transferencia
TX0000408,C00261,25.26,POS,2026-03-04 21:22:00,Viajes,Compra
TX0000409,C00298,242.8,POS,2026-03-15 02:35:00,Supermercado,Compra
TX0000410,C00223,301.52,ATM,2026-02-12 04:20:00,Servicios,Transferencia
TX0000411,C00011,536.15,POS,2026-04-14 00:09:00,Retail,Compra
TX0000412,C00187,1482.86,App,2026-03-21 22:48:00,Retail,Pago
TX0000413,C00170,1002.7,POS,2026-03-15 11:52:00,Viajes,Pago
TX0000414,C00008,1973.85,App,2026-03-30 17:09:00,Retail,Compra
TX0000415,C00206,478.75,POS,2026-04-10 03:43:00,Viajes,Compra
TX0000416,C00392,100.59,App,2026-03-07 12:47:00,Gasolinera,Compra
TX0000417,C00341,608.79,App,2026-04-17 03:35:00,Viajes,Pago
TX0000418,C00276,365.71,App,2026-04-10 11:51:00,Supermercado,Pago
TX0000419,C00059,509.58,ATM,2026-04-09 01:27:00,Ecommerce,Retiro
TX0000420,C00183,233.96,Web,2026-01-30 11:06:00,Farmacia,Transferencia
TX0000421,C00293,852.05,POS,2026-04-05 07:46:00,Farmacia,Retiro
TX0000422,C00252,206.26,ATM,2026-02-09 15:13:00,Gasolinera,Compra
TX0000423,C00252,81.33,App,2026-02-26 01:10:00,Restaurante,Compra
TX0000424,C00093,1153.26,Web,2026-03-04 07:14:00,Supermercado,Transferencia
TX0000425,C00284,270.56,Web,2026-04-12 19:50:00,Retail,Transferencia
TX0000426,C00253,179.71,App,2026-03-07 03:24:00,Farmacia,Retiro
TX0000427,C00432,557.51,App,2026-02-27 09:03:00,Viajes,Compra
TX0000428,C00283,1711.03,POS,2026-03-07 01:29:00,Restaurante,Compra
TX0000429,C00049,2164.98,ATM,2026-02-21 19:27:00,Viajes,Transferencia
TX0000430,C00048,3246.43,ATM,2026-02-04 08:15:00,Farmacia,Compra
TX0000431,C00390,699.7,POS,2026-04-03 18:44:00,Retail,Compra
TX0000432,C00394,157.33,POS,2026-02-17 13:30:00,Ecommerce,Pago
TX0000433,C00133,171.7,POS,2026-03-01 15:43:00,Farmacia,Transferencia
TX0000434,C00273,156.17,Web,2026-02-11 09:06:00,Viajes,Transferencia
TX0000435,C00025,322.07,Web,2026-02-02 02:21:00,Retail,Compra
TX0000436,C00126,23.39,App,2026-01-27 11:38:00,Servicios,Compra
TX0000437,C00129,566.33,App,2026-01-31 13:09:00,Ecommerce,Transferencia
TX0000438,C00115,534.13,App,2026-03-12 00:58:00,Retail,Retiro
TX0000439,C00266,423.34,POS,2026-03-03 15:29:00,Servicios,Compra
TX0000440,C00443,2158.89,POS,2026-03-21 00:20:00,Farmacia,Pago
TX0000441,C00059,594.54,POS,2026-04-21 04:50:00,Farmacia,Transferencia
TX0000442,C00216,460.6,POS,2026-03-25 16:34:00,Farmacia,Transferencia
TX0000443,C00269,308.54,Web,2026-02-16 22:07:00,Farmacia,Compra
TX0000444,C00225,462.35,POS,2026-01-30 16:20:00,Servicios,Pago
TX0000445,C00328,699.03,App,2026-03-03 06:01:00,Gasolinera,Pago
TX0000446,C00423,953.65,Web,2026-02-17 16:16:00,Ecommerce,Compra
TX0000447,C00403,476.82,ATM,2026-04-22 17:57:00,Viajes,Transferencia
TX0000448,C00121,415.57,POS,2026-01-28 04:07:00,Supermercado,Compra
TX0000449,C00299,131.48,POS,2026-01-28 06:38:00,Servicios,Transferencia
TX0000450,C00236,131.06,App,2026-01-29 03:32:00,Servicios,Pago
TX0000451,C00222,126.23,App,2026-03-01 20:48:00,Retail,Compra
TX0000452,C00090,43.62,Web,2026-01-27 12:50:00,Servicios,Compra
TX0000453,C00089,428.5,Web,2026-04-07 18:07:00,Servicios,Compra
TX0000454,C00401,1501.52,App,2026-02-23 12:38:00,Servicios,Retiro
TX0000455,C00126,211.5,POS,2026-01-31 15:23:00,Restaurante,Retiro
TX0000456,C00285,1743.64,Web,2026-04-08 01:57:00,Retail,Compra
TX0000457,C00189,57.51,App,2026-04-04 16:24:00,Farmacia,Pago
TX0000458,C00285,216.52,Web,2026-04-01 02:47:00,Viajes,Transferencia
TX0000459,C00448,1283.87,POS,2026-02-18 09:09:00,Supermercado,Compra
TX0000460,C00410,76.29,POS,2026-01-30 19:22:00,Ecommerce,Compra
TX0000461,C00398,20.91,POS,2026-03-29 01:15:00,Gasolinera,Retiro
TX0000462,C00113,355.86,POS,2026-02-14 00:09:00,Gasolinera,Compra
TX0000463,C00397,9.36,POS,2026-04-17 11:42:00,Servicios,Transferencia
TX0000464,C00274,1150.06,App,2026-03-13 03:34:00,Supermercado,Pago
TX0000465,C00155,1138.68,Web,2026-03-01 08:17:00,Restaurante,Retiro
TX0000466,C00411,464.1,App,2026-01-23 02:41:00,Servicios,Compra
TX0000467,C00349,70.96,Web,2026-04-08 17:53:00,Restaurante,Retiro
TX0000468,C00278,1490.18,POS,2026-04-18 01:08:00,Farmacia,Transferencia
TX0000469,C00249,305.04,POS,2026-02-20 23:21:00,Retail,Compra
TX0000470,C00116,645.25,App,2026-02-20 21:44:00,Restaurante,Transferencia
TX0000471,C00294,238.25,POS,2026-01-31 04:34:00,Ecommerce,Compra
TX0000472,C00300,375.38,POS,2026-03-08 00:28:00,Servicios,Retiro
TX0000473,C00271,371.61,App,2026-02-28 15:50:00,Supermercado,Compra
TX0000474,C00336,108.92,App,2026-02-13 04:25:00,Restaurante,Transferencia
TX0000475,C00365,1213.59,App,2026-01-29 22:34:00,Retail,Compra
TX0000476,C00199,357.2,App,2026-04-14 16:45:00,Supermercado,Retiro
TX0000477,C00267,90.72,POS,2026-04-19 19:50:00,Viajes,Compra
TX0000478,C00420,265.78,POS,2026-03-09 03:57:00,Retail,Transferencia
TX0000479,C00045,170.52,App,2026-03-04 21:24:00,Gasolinera,Transferencia
TX0000480,C00382,964.27,App,2026-03-10 03:19:00,Retail,Transferencia
TX0000481,C00160,727.47,App,2026-03-22 06:05:00,Viajes,Compra
TX0000482,C00152,236.65,POS,2026-02-12 10:04:00,Viajes,Retiro
TX0000483,C00083,228.2,App,2026-02-16 13:39:00,Servicios,Compra
TX0000484,C00070,1096.47,POS,2026-02-19 12:40:00,Supermercado,Transferencia
TX0000485,C00243,257.58,POS,2026-02-15 21:52:00,Supermercado,Retiro
TX0000486,C00065,591.48,App,2026-04-18 01:35:00,Gasolinera,Compra
TX0000487,C00060,1299.03,Web,2026-04-15 10:16:00,Ecommerce,Retiro
TX0000488,C00401,36.2,POS,2026-02-22 20:03:00,Retail,Retiro
TX0000489,C00398,422.19,Web,2026-04-13 18:41:00,Viajes,Pago
TX0000490,C00328,865.15,POS,2026-01-30 04:47:00,Supermercado,Pago
TX0000491,C00279,67.62,POS,2026-02-11 08:05:00,Viajes,Compra
TX0000492,C00151,1224.85,POS,2026-02-11 20:52:00,Ecommerce,Pago
TX0000493,C00375,354.07,Web,2026-03-29 10:11:00,Retail,Compra
TX0000494,C00411,7.36,POS,2026-03-09 17:08:00,Servicios,Compra
TX0000495,C00128,1315.85,App,2026-04-14 15:17:00,Viajes,Pago
TX0000496,C00178,372.82,ATM,2026-01-29 03:42:00,Restaurante,Transferencia
TX0000497,C00412,1097.02,Web,2026-04-05 20:44:00,Servicios,Transferencia
TX0000498,C00342,736.84,ATM,2026-02-15 18:48:00,Retail,Retiro
TX0000499,C00304,259.67,POS,2026-03-24 08:20:00,Servicios,Pago
TX0000500,C00133,668.26,App,2026-02-02 15:06:00,Viajes,Pago
TX0000501,C00039,18.71,App,2026-02-24 14:13:00,Supermercado,Retiro
TX0000502,C00346,89.98,POS,2026-02-12 15:12:00,Farmacia,Retiro
TX0000503,C00033,1586.11,POS,2026-01-24 14:16:00,Viajes,Compra
TX0000504,C00041,319.51,Web,2026-01-27 08:44:00,Gasolinera,Compra
TX0000505,C00411,264.65,App,2026-03-30 17:25:00,Ecommerce,Compra
TX0000506,C00137,81.19,App,2026-03-09 05:43:00,Restaurante,Compra
TX0000507,C00342,447.5,POS,2026-02-07 01:01:00,Retail,Transferencia
TX0000508,C00215,499.66,POS,2026-04-05 01:56:00,Servicios,Compra
TX0000509,C00151,1930.21,App,2026-03-18 02:46:00,Ecommerce,Pago
TX0000510,C00281,588.75,App,2026-02-20 16:35:00,Gasolinera,Retiro
TX0000511,C00154,345.85,POS,2026-01-26 15:18:00,Retail,Compra
TX0000512,C00431,545.29,Web,2026-01-30 19:03:00,Viajes,Retiro
TX0000513,C00172,338.38,Web,2026-03-19 18:25:00,Ecommerce,Pago
TX0000514,C00391,796.13,POS,2026-04-11 01:14:00,Gasolinera,Retiro
TX0000515,C00430,2331.83,ATM,2026-04-19 19:49:00,Viajes,Compra
TX0000516,C00066,3660.75,POS,2026-03-22 23:32:00,Viajes,Transferencia
TX0000517,C00388,1013.14,POS,2026-01-23 10:07:00,Retail,Compra
TX0000518,C00024,87.95,POS,2026-03-21 12:45:00,Gasolinera,Pago
TX0000519,C00314,137.73,App,2026-02-14 11:02:00,Viajes,Pago
TX0000520,C00072,1023.61,App,2026-03-09 02:34:00,Viajes,Pago
TX0000521,C00132,909.45,App,2026-02-11 00:56:00,Supermercado,Pago
TX0000522,C00071,1919.57,Web,2026-02-24 23:15:00,Retail,Transferencia
TX0000523,C00294,19.17,ATM,2026-04-13 10:48:00,Ecommerce,Compra
TX0000524,C00417,511.61,POS,2026-02-12 18:39:00,Ecommerce,Transferencia
TX0000525,C00043,898.22,App,2026-02-15 23:53:00,Viajes,Compra
TX0000526,C00409,82.61,POS,2026-01-31 00:21:00,Restaurante,Compra
TX0000527,C00120,21.95,App,2026-03-16 13:08:00,Viajes,Transferencia
TX0000528,C00125,443.31,App,2026-02-25 21:52:00,Viajes,Retiro
TX0000529,C00034,411.19,ATM,2026-02-14 01:46:00,Viajes,Pago
TX0000530,C00240,683.69,App,2026-02-22 16:58:00,Supermercado,Compra
TX0000531,C00450,300.53,Web,2026-02-28 21:39:00,Supermercado,Transferencia
TX0000532,C00312,1634.41,App,2026-04-18 11:07:00,Servicios,Pago
TX0000533,C00173,296.08,POS,2026-02-05 15:29:00,Ecommerce,Pago
TX0000534,C00131,244.65,App,2026-04-16 14:45:00,Ecommerce,Pago
TX0000535,C00428,174.9,App,2026-02-02 09:15:00,Viajes,Retiro
TX0000536,C00367,34.58,POS,2026-02-10 16:27:00,Supermercado,Compra
TX0000537,C00026,139.85,App,2026-02-18 18:30:00,Servicios,Pago
TX0000538,C00070,2241.79,POS,2026-02-08 07:23:00,Farmacia,Compra
TX0000539,C00079,164.09,App,2026-04-06 09:51:00,Restaurante,Compra
TX0000540,C00270,1346.02,App,2026-02-26 02:21:00,Supermercado,Retiro
TX0000541,C00259,291.62,ATM,2026-04-14 03:43:00,Viajes,Transferencia
TX0000542,C00132,1447.14,POS,2026-03-20 17:58:00,Servicios,Pago
TX0000543,C00148,1293.4,App,2026-03-14 08:04:00,Ecommerce,Retiro
TX0000544,C00230,109.2,Web,2026-02-03 13:25:00,Ecommerce,Pago
TX0000545,C00151,1609.77,App,2026-04-15 10:48:00,Retail,Compra
TX0000546,C00303,184.94,App,2026-02-02 20:17:00,Restaurante,Compra
TX0000547,C00160,264.71,App,2026-02-04 12:11:00,Retail,Compra
TX0000548,C00236,519.54,POS,2026-04-19 09:22:00,Gasolinera,Transferencia
TX0000549,C00383,1718.74,Web,2026-02-09 14:51:00,Farmacia,Transferencia
TX0000550,C00061,2190.89,App,2026-02-25 22:45:00,Restaurante,Pago
TX0000551,C00066,210.77,POS,2026-02-18 18:14:00,Servicios,Compra
TX0000552,C00345,2064.65,App,2026-04-21 06:59:00,Servicios,Transferencia
TX0000553,C00134,407.75,POS,2026-01-23 21:53:00,Servicios,Pago
TX0000554,C00045,140.96,POS,2026-03-04 09:26:00,Gasolinera,Transferencia
TX0000555,C00336,888.11,App,2026-04-22 14:58:00,Servicios,Pago
TX0000556,C00336,165.05,POS,2026-04-12 07:21:00,Farmacia,Transferencia
TX0000557,C00209,670.87,POS,2026-02-02 01:02:00,Ecommerce,Compra
TX0000558,C00053,82.98,ATM,2026-02-08 17:35:00,Farmacia,Compra
TX0000559,C00239,582.04,App,2026-02-25 21:49:00,Ecommerce,Compra
TX0000560,C00250,142.55,App,2026-02-23 03:31:00,Supermercado,Transferencia
TX0000561,C00382,269.95,Web,2026-01-25 13:34:00,Supermercado,Compra
TX0000562,C00108,1040.19,App,2026-01-30 19:48:00,Supermercado,Compra
TX0000563,C00420,502.34,App,2026-02-19 08:05:00,Restaurante,Compra
TX0000564,C00097,609.79,POS,2026-04-17 14:15:00,Viajes,Compra
TX0000565,C00341,435.83,Web,2026-04-19 02:55:00,Gasolinera,Compra
TX0000566,C00308,793.83,POS,2026-01-23 05:45:00,Supermercado,Retiro
TX0000567,C00153,570.06,App,2026-02-17 09:14:00,Gasolinera,Retiro
TX0000568,C00204,87.86,App,2026-03-02 09:41:00,Ecommerce,Transferencia
TX0000569,C00407,676.03,Web,2026-04-09 05:31:00,Supermercado,Compra
TX0000570,C00365,39.24,POS,2026-04-15 05:59:00,Supermercado,Transferencia
TX0000571,C00449,473.97,POS,2026-02-20 05:46:00,Supermercado,Transferencia
TX0000572,C00166,594.48,App,2026-02-19 07:06:00,Gasolinera,Compra
TX0000573,C00200,679.22,App,2026-02-16 23:50:00,Retail,Retiro
TX0000574,C00065,2376.29,App,2026-04-07 19:26:00,Retail,Compra
TX0000575,C00069,484.33,POS,2026-04-22 05:12:00,Ecommerce,Transferencia
TX0000576,C00336,425.69,POS,2026-02-04 02:46:00,Restaurante,Compra
TX0000577,C00226,228.81,Web,2026-04-06 21:10:00,Retail,Compra
TX0000578,C00436,408.73,Web,2026-02-07 07:30:00,Servicios,Compra
TX0000579,C00005,1343.68,ATM,2026-04-12 10:23:00,Restaurante,Transferencia
TX0000580,C00189,844.98,POS,2026-03-15 21:27:00,Retail,Pago
TX0000581,C00242,766.9,ATM,2026-02-23 04:50:00,Supermercado,Transferencia
TX0000582,C00009,1189.1,POS,2026-04-02 12:36:00,Farmacia,Retiro
TX0000583,C00299,928.01,ATM,2026-04-10 19:11:00,Gasolinera,Compra
TX0000584,C00231,1390.63,App,2026-04-10 15:34:00,Viajes,Retiro
TX0000585,C00070,1205.23,Web,2026-01-29 20:30:00,Ecommerce,Retiro
TX0000586,C00153,145.7,POS,2026-03-20 15:35:00,Servicios,Compra
TX0000587,C00316,287.46,POS,2026-02-01 23:35:00,Servicios,Compra
TX0000588,C00277,378.69,ATM,2026-02-08 00:06:00,Retail,Compra
TX0000589,C00126,509.35,POS,2026-03-28 14:45:00,Servicios,Pago
TX0000590,C00305,123.42,App,2026-02-15 11:37:00,Ecommerce,Pago
TX0000591,C00155,669.41,Web,2026-04-11 18:09:00,Viajes,Compra
TX0000592,C00310,796.72,POS,2026-01-26 23:32:00,Servicios,Retiro
TX0000593,C00383,269.17,ATM,2026-03-17 17:57:00,Retail,Compra
TX0000594,C00438,128.32,Web,2026-03-07 16:27:00,Ecommerce,Pago
TX0000595,C00140,48.97,App,2026-01-23 08:14:00,Retail,Compra
TX0000596,C00137,1115.25,Web,2026-03-01 23:40:00,Retail,Compra
TX0000597,C00038,518.58,ATM,2026-03-30 20:40:00,Viajes,Compra
TX0000598,C00208,219.08,App,2026-02-18 11:14:00,Farmacia,Transferencia
TX0000599,C00445,505.41,POS,2026-01-28 06:09:00,Viajes,Pago
TX0000600,C00162,628.1,POS,2026-03-30 12:01:00,Gasolinera,Pago
TX0000601,C00171,47.02,App,2026-02-13 06:07:00,Farmacia,Transferencia
TX0000602,C00221,245.5,Web,2026-01-26 04:13:00,Restaurante,Compra
TX0000603,C00276,522.52,Web,2026-02-02 11:27:00,Supermercado,Retiro
TX0000604,C00447,451.18,POS,2026-04-13 20:06:00,Farmacia,Compra
TX0000605,C00322,948.21,POS,2026-04-03 21:09:00,Retail,Transferencia
TX0000606,C00217,1924.64,App,2026-02-05 04:11:00,Supermercado,Retiro
TX0000607,C00126,302.38,Web,2026-04-21 12:28:00,Restaurante,Compra
TX0000608,C00383,281.98,App,2026-04-03 22:07:00,Viajes,Transferencia
TX0000609,C00021,120.73,ATM,2026-02-18 06:38:00,Retail,Compra
TX0000610,C00003,1967.23,ATM,2026-04-07 06:14:00,Retail,Pago
TX0000611,C00057,681.27,POS,2026-04-14 20:34:00,Retail,Retiro
TX0000612,C00158,9.58,App,2026-02-18 20:25:00,Gasolinera,Compra
TX0000613,C00035,742.23,Web,2026-02-25 18:44:00,Farmacia,Compra
TX0000614,C00413,409.48,App,2026-03-11 11:14:00,Gasolinera,Pago
TX0000615,C00328,647.25,ATM,2026-03-01 19:40:00,Gasolinera,Pago
TX0000616,C00415,140.76,POS,2026-02-11 14:23:00,Farmacia,Compra
TX0000617,C00312,1025.24,ATM,2026-02-21 04:53:00,Restaurante,Compra
TX0000618,C00061,1236.4,Web,2026-02-28 00:33:00,Servicios,Compra
TX0000619,C00355,3.74,POS,2026-03-31 19:27:00,Ecommerce,Compra
TX0000620,C00258,1549.4,POS,2026-03-03 23:35:00,Ecommerce,Retiro
TX0000621,C00352,837.66,POS,2026-04-10 07:58:00,Supermercado,Transferencia
TX0000622,C00123,1832.13,Web,2026-02-17 08:28:00,Retail,Transferencia
TX0000623,C00081,2520.58,App,2026-04-17 12:15:00,Restaurante,Compra
TX0000624,C00268,2145.35,App,2026-04-17 20:38:00,Viajes,Compra
TX0000625,C00126,425.63,App,2026-04-22 01:52:00,Servicios,Pago
TX0000626,C00265,546.02,App,2026-02-23 22:11:00,Supermercado,Transferencia
TX0000627,C00177,4.09,Web,2026-02-20 16:59:00,Servicios,Transferencia
TX0000628,C00059,311.9,POS,2026-03-16 17:10:00,Servicios,Transferencia
TX0000629,C00272,61.18,POS,2026-01-31 23:45:00,Supermercado,Transferencia
TX0000630,C00315,628.17,ATM,2026-02-17 14:52:00,Ecommerce,Compra
TX0000631,C00275,1137.26,ATM,2026-04-10 04:51:00,Retail,Compra
TX0000632,C00129,70.91,POS,2026-02-21 07:05:00,Restaurante,Pago
TX0000633,C00337,1574.82,ATM,2026-01-26 18:03:00,Farmacia,Compra
TX0000634,C00092,314.91,Web,2026-03-19 08:08:00,Gasolinera,Compra
TX0000635,C00192,590.51,POS,2026-04-20 15:53:00,Supermercado,Transferencia
TX0000636,C00120,427.37,App,2026-02-25 02:33:00,Farmacia,Retiro
TX0000637,C00206,474.3,ATM,2026-03-17 21:24:00,Restaurante,Retiro
TX0000638,C00030,324.39,Web,2026-04-04 06:30:00,Retail,Compra
TX0000639,C00180,663.06,POS,2026-02-26 09:10:00,Restaurante,Compra
TX0000640,C00228,1365.41,App,2026-04-03 12:41:00,Supermercado,Compra
TX0000641,C00442,117.33,App,2026-01-31 23:20:00,Retail,Compra
TX0000642,C00283,1038.07,App,2026-04-02 07:15:00,Gasolinera,Compra
TX0000643,C00373,126.98,Web,2026-02-18 11:21:00,Servicios,Compra
TX0000644,C00323,1088.04,POS,2026-04-03 20:09:00,Restaurante,Transferencia
TX0000645,C00251,1534.96,POS,2026-03-07 13:28:00,Farmacia,Compra
TX0000646,C00277,415.0,Web,2026-03-03 19:07:00,Ecommerce,Compra
TX0000647,C00332,831.11,POS,2026-04-03 12:36:00,Restaurante,Retiro
TX0000648,C00298,1514.19,Web,2026-02-16 09:42:00,Farmacia,Compra
TX0000649,C00062,581.78,Web,2026-03-21 04:50:00,Supermercado,Compra
TX0000650,C00399,132.93,POS,2026-04-09 19:21:00,Gasolinera,Pago
TX0000651,C00093,684.88,Web,2026-02-20 05:32:00,Gasolinera,Compra
TX0000652,C00093,814.97,POS,2026-02-12 03:33:00,Farmacia,Pago
TX0000653,C00425,570.86,App,2026-04-11 13:22:00,Retail,Transferencia
TX0000654,C00099,287.59,ATM,2026-02-22 21:54:00,Servicios,Compra
TX0000655,C00130,287.68,App,2026-03-31 11:05:00,Supermercado,Compra
TX0000656,C00043,779.67,ATM,2026-03-29 17:46:00,Farmacia,Transferencia
TX0000657,C00030,51.55,POS,2026-04-10 20:14:00,Viajes,Transferencia
TX0000658,C00304,40.52,App,2026-02-15 13:27:00,Restaurante,Retiro
TX0000659,C00072,1618.68,App,2026-03-16 12:19:00,Viajes,Transferencia
TX0000660,C00388,861.33,App,2026-04-10 04:00:00,Supermercado,Transferencia
TX0000661,C00253,299.69,POS,2026-04-05 22:41:00,Retail,Compra
TX0000662,C00196,213.53,POS,2026-03-29 06:59:00,Retail,Compra
TX0000663,C00234,218.01,POS,2026-02-12 04:53:00,Viajes,Retiro
TX0000664,C00394,317.64,POS,2026-02-21 09:47:00,Farmacia,Compra
TX0000665,C00208,443.57,Web,2026-04-12 13:26:00,Restaurante,Retiro
TX0000666,C00181,135.91,POS,2026-02-19 02:29:00,Ecommerce,Compra
TX0000667,C00308,2428.89,Web,2026-04-21 18:32:00,Gasolinera,Pago
TX0000668,C00352,892.77,App,2026-01-25 21:43:00,Restaurante,Compra
TX0000669,C00194,360.38,Web,2026-02-19 10:12:00,Viajes,Pago
TX0000670,C00377,715.08,ATM,2026-03-14 22:03:00,Viajes,Compra
TX0000671,C00024,951.32,Web,2026-03-03 20:12:00,Farmacia,Retiro
TX0000672,C00360,29.09,App,2026-04-03 12:10:00,Farmacia,Compra
TX0000673,C00389,128.93,Web,2026-03-21 20:45:00,Gasolinera,Transferencia
TX0000674,C00128,1110.86,Web,2026-04-19 20:08:00,Supermercado,Compra
TX0000675,C00077,372.82,Web,2026-03-03 04:11:00,Farmacia,Pago
TX0000676,C00066,1651.41,POS,2026-03-19 23:25:00,Viajes,Retiro
TX0000677,C00016,1802.3,Web,2026-03-02 05:34:00,Farmacia,Compra
TX0000678,C00219,309.58,POS,2026-02-23 16:20:00,Farmacia,Compra
TX0000679,C00427,267.45,App,2026-02-15 15:31:00,Supermercado,Transferencia
TX0000680,C00312,101.76,POS,2026-01-30 14:15:00,Gasolinera,Compra
TX0000681,C00190,32.62,POS,2026-03-27 14:10:00,Supermercado,Pago
TX0000682,C00394,465.93,POS,2026-03-29 12:24:00,Servicios,Pago
TX0000683,C00339,227.75,ATM,2026-04-14 06:11:00,Viajes,Transferencia
TX0000684,C00091,236.74,App,2026-01-23 21:45:00,Viajes,Retiro
TX0000685,C00104,2364.4,POS,2026-01-23 21:04:00,Restaurante,Retiro
TX0000686,C00442,629.61,Web,2026-04-17 23:37:00,Supermercado,Pago
TX0000687,C00026,269.87,POS,2026-03-10 20:23:00,Viajes,Pago
TX0000688,C00395,866.44,Web,2026-04-15 16:24:00,Gasolinera,Compra
TX0000689,C00413,1523.47,Web,2026-02-26 12:52:00,Viajes,Transferencia
