loan_id,customer_id,producto,fecha_desembolso,monto_desembolsado,saldo_actual,plazo_meses,tasa_anual,estado_credito,dias_mora,bucket_mora,provision,cuota_mensual,ingresos_estimados,ratio_cuota_ingreso
L000444,C00470,Hipotecario,2025-09-20,47411.21,12605.66,36,0.2446,Vigente,0,0,126.06,1639.11,25224.51,0.065
L000445,C00193,Consumo,2024-11-09,232409.39,171445.63,36,0.0844,Vigente,0,0,1714.46,7000.69,23874.56,0.2932
L000446,C01092,Consumo,2025-06-08,32412.25,21041.53,180,0.331,Vigente,0,0,210.42,239.67,14058.57,0.017
L000447,C00494,Tarjeta,2022-05-22,27407.64,19870.1,24,0.2055,Vigente,0,0,198.7,1376.66,11142.3,0.1236
L000448,C00052,Tarjeta,2026-02-13,54849.82,51391.31,12,0.2425,Vigente,0,0,513.91,5679.24,21154.08,0.2685
L000449,C00882,Capital de Trabajo,2022-09-24,178315.49,157824.77,48,0.2473,Vigente,0,0,1578.25,4633.6,13934.94,0.3325
L000450,C00363,Tarjeta,2023-04-28,64587.35,42955.25,24,0.2422,Vigente,20,1-30,1288.66,3342.93,2443.51,1.3681
L000451,C00917,Tarjeta,2025-01-28,60213.55,53217.41,24,0.2425,Refinanciado,0,0,532.17,3117.31,11501.13,0.271
L000452,C00474,Capital de Trabajo,2023-12-12,88560.41,50978.91,36,0.2074,Vigente,0,0,509.79,2970.22,4448.65,0.6677
L000453,C00521,Tarjeta,2024-06-03,52964.82,29313.61,72,0.187,Vigente,0,0,293.14,873.18,10798.65,0.0809
L000454,C00691,Hipotecario,2025-03-21,30826.49,20240.77,12,0.1391,Vigente,0,0,202.41,2926.2,15730.64,0.186
L000455,C01152,Capital de Trabajo,2025-06-13,81939.75,40954.65,36,0.1868,Vigente,0,0,409.55,2701.28,4779.98,0.5651
L000456,C00532,Hipotecario,2024-07-14,13892.65,4366.64,36,0.1288,Vigente,0,0,43.67,435.61,29514.99,0.0148
L000457,C00840,Tarjeta,2022-10-06,64098.73,36571.74,48,0.1437,Vigente,0,0,365.72,1527.29,21231.95,0.0719
L000458,C01089,Consumo,2024-05-14,196923.31,133472.75,60,0.2043,Vigente,0,0,1334.73,3952.58,46441.46,0.0851
L000459,C00241,Tarjeta,2025-01-03,190529.6,172684.89,24,0.2209,Vigente,0,0,1726.85,9692.4,44982.65,0.2155
L000460,C00536,Consumo,2026-03-10,147164.48,101815.75,48,0.2379,Vigente,0,0,1018.16,3795.31,36611.44,0.1037
L000461,C00083,Tarjeta,2026-02-25,63011.91,25866.73,12,0.1702,Vigente,0,0,258.67,6144.71,11405.64,0.5387
L000462,C00982,Capital de Trabajo,2023-03-11,51673.1,28532.19,180,0.1216,Cancelado,54,31-60,2853.22,321.98,20691.4,0.0156
L000463,C00951,Consumo,2022-09-22,38830.74,29193.34,36,0.3071,Vigente,0,0,291.93,1409.88,20835.16,0.0677
L000464,C00611,Vehicular,2025-03-29,4165.27,3287.54,36,0.1835,Vigente,0,0,32.88,136.93,11834.76,0.0116
L000465,C00574,Consumo,2023-12-17,38601.03,36445.05,12,0.237,Vigente,0,0,364.45,3979.12,18544.38,0.2146
L000466,C00286,Consumo,2023-10-20,8365.83,2136.76,36,0.1057,Vigente,0,0,21.37,256.95,8195.25,0.0314
L000467,C00989,Tarjeta,2023-12-05,32236.47,30090.35,180,0.3073,Vigente,0,0,300.9,234.13,18376.67,0.0127
L000468,C00459,Consumo,2024-10-09,64867.61,31273.4,24,0.2683,Vigente,0,0,312.73,3427.98,21523.55,0.1593
L000469,C00126,Consumo,2022-09-15,62043.17,48343.84,12,0.2644,Vigente,0,0,483.44,6537.28,5654.35,1.1562
L000470,C00425,Tarjeta,2023-01-11,17581.08,10874.11,120,0.0874,Vigente,0,0,108.74,159.31,19423.8,0.0082
L000471,C00554,Tarjeta,2022-05-30,38327.59,21570.25,12,0.2604,Vigente,0,0,215.7,4025.67,8879.5,0.4534
L000472,C00610,Consumo,2023-04-20,27145.28,25667.68,36,0.1169,Vigente,0,0,256.68,842.18,12324.03,0.0683
L000473,C01182,Tarjeta,2022-12-13,38223.9,27725.1,48,0.1078,Vigente,66,61-90,6931.27,882.18,19578.65,0.0451
L000474,C00112,Hipotecario,2023-02-26,62311.63,43690.51,72,0.0806,Vigente,0,0,436.91,935.19,14047.6,0.0666
L000475,C00402,Hipotecario,2026-01-10,272297.44,172854.98,36,0.2008,Vigente,0,0,1728.55,9082.63,42932.64,0.2116
L000476,C00122,Consumo,2022-11-27,143001.81,131551.24,48,0.1461,Refinanciado,21,1-30,3946.54,3414.47,19704.8,0.1733
L000477,C00273,Capital de Trabajo,2025-06-06,118120.3,74059.05,36,0.0933,Vigente,0,0,740.59,3587.25,11734.59,0.3057
L000478,C00398,Consumo,2023-06-25,19198.32,13303.33,12,0.1309,Vigente,0,0,133.03,1809.28,14125.61,0.1281
L000479,C00471,Consumo,2025-11-28,51901.06,27875.78,60,0.1417,Vigente,0,0,278.76,987.59,4976.93,0.1984
L000480,C00985,Tarjeta,2025-06-04,98852.21,48705.19,24,0.2047,Vigente,0,0,487.05,4961.97,18740.87,0.2648
L000481,C01134,Consumo,2024-03-18,54695.8,28572.64,12,0.1016,Vigente,0,0,285.73,5021.07,7600.48,0.6606
L000482,C00569,Consumo,2023-02-09,142224.39,63999.86,24,0.2604,Refinanciado,0,0,640.0,7469.15,39211.55,0.1905
L000483,C01138,Consumo,2024-10-16,44494.71,41254.42,36,0.3384,Cancelado,0,0,412.54,1654.21,18251.27,0.0906
L000484,C00897,Tarjeta,2025-07-12,17488.57,16729.69,24,0.0853,Vigente,8,1-30,501.89,790.85,5418.21,0.146
L000485,C00820,Consumo,2022-06-17,4807.58,2866.89,36,0.242,Vigente,0,0,28.67,165.86,20189.0,0.0082
L000486,C00853,Consumo,2023-07-17,33169.38,10340.77,120,0.271,Vigente,0,0,103.41,351.32,14051.82,0.025
L000487,C00710,Capital de Trabajo,2024-10-18,151284.18,105914.87,60,0.2187,Vigente,0,0,1059.15,3072.83,16160.78,0.1901
L000488,C00321,Consumo,2024-05-04,33852.15,10136.91,60,0.2003,Vigente,0,0,101.37,677.21,12542.83,0.054
L000489,C00179,Hipotecario,2024-12-03,232301.62,87194.25,48,0.3092,Vigente,0,0,871.94,6336.03,38542.26,0.1644
L000490,C00897,Vehicular,2025-09-25,22462.1,15708.62,24,0.225,Vigente,0,0,157.09,1146.5,21840.95,0.0525
L000491,C00219,Consumo,2025-03-30,9536.7,2771.37,72,0.3048,Refinanciado,75,61-90,692.84,172.83,13856.51,0.0125
L000492,C00789,Tarjeta,2023-03-10,22495.19,18074.09,12,0.2263,Vigente,0,0,180.74,2298.82,17299.02,0.1329
L000493,C00492,Hipotecario,2024-09-15,27501.39,16528.03,120,0.305,Vigente,0,0,165.28,299.08,4371.31,0.0684
L000494,C00061,Tarjeta,2023-07-08,6138.79,1575.36,24,0.2646,Vigente,0,0,15.75,323.46,5645.74,0.0573
L000495,C01078,Vehicular,2025-01-13,96201.06,69505.78,180,0.2165,Cancelado,0,0,695.06,650.16,18877.47,0.0344
L000496,C00538,Consumo,2023-12-19,23995.87,9305.51,120,0.3143,Refinanciado,0,0,93.06,262.81,9452.72,0.0278
L000497,C00848,Tarjeta,2022-08-23,12859.61,11681.34,48,0.2041,Vigente,0,0,116.81,322.59,30311.19,0.0106
L000498,C00988,Tarjeta,2025-02-28,39199.16,29795.56,48,0.2088,Vigente,0,0,297.96,987.17,2945.43,0.3352
L000499,C00065,Tarjeta,2025-01-24,14875.11,3988.43,120,0.1672,Vigente,0,0,39.88,144.69,7988.16,0.0181
L000500,C00586,Tarjeta,2023-03-27,58069.42,23758.25,24,0.3219,Vigente,0,0,237.58,3198.42,20206.96,0.1583
L000501,C00171,Vehicular,2024-04-15,92075.65,43968.65,12,0.1085,Vigente,0,0,439.69,8505.49,16229.84,0.5241
L000502,C00535,Capital de Trabajo,2025-01-21,90527.97,80178.52,36,0.2405,Vigente,0,0,801.79,3119.44,15811.08,0.1973
L000503,C00693,Hipotecario,2023-12-02,47046.23,19328.65,60,0.1237,Vigente,0,0,193.29,881.1,3298.01,0.2672
L000504,C00108,Consumo,2023-06-29,153344.21,103791.98,180,0.2566,Vigente,0,0,1037.92,1070.51,9523.76,0.1124
L000505,C01186,Tarjeta,2024-02-17,135313.98,47954.04,36,0.196,Vigente,117,>90,23977.02,4495.43,12128.74,0.3706
L000506,C00814,Hipotecario,2024-01-08,214329.95,55830.01,12,0.3163,Vigente,0,0,558.3,23510.21,41328.61,0.5689
L000507,C01005,Consumo,2024-03-23,112478.47,89840.43,24,0.1542,Cancelado,0,0,898.4,5409.28,10676.85,0.5066
L000508,C00452,Consumo,2022-11-06,30450.66,27772.72,12,0.2877,Cancelado,0,0,277.73,3267.61,18151.36,0.18
L000509,C00590,Hipotecario,2024-02-27,31846.06,31417.2,60,0.1764,Vigente,0,0,314.17,624.4,3744.18,0.1668
L000510,C01040,Tarjeta,2022-12-20,41280.45,39428.28,36,0.2522,Vigente,0,0,394.28,1435.87,17193.85,0.0835
L000511,C00327,Hipotecario,2022-05-27,3884.81,1644.5,24,0.1308,Vigente,0,0,16.45,183.04,12081.87,0.0151
L000512,C00608,Hipotecario,2023-01-06,45553.63,23829.77,24,0.1768,Vigente,0,0,238.3,2233.65,19017.78,0.1175
L000513,C00659,Vehicular,2024-04-20,40267.59,21964.29,24,0.1346,Vigente,0,0,219.64,1903.65,14148.61,0.1345
L000514,C00002,Hipotecario,2025-10-11,228115.62,145223.67,12,0.2507,Vigente,0,0,1452.24,23775.35,21936.73,1.0838
L000515,C01034,Tarjeta,2024-11-01,21905.79,11047.43,60,0.1541,Vigente,0,0,110.47,421.36,16139.89,0.0261
L000516,C00434,Consumo,2024-08-31,27399.11,14114.97,48,0.139,Vigente,0,0,141.15,650.16,11545.52,0.0563
L000517,C00125,Tarjeta,2025-04-23,31501.34,12658.83,48,0.1928,Vigente,16,1-30,379.76,782.81,21172.69,0.037
L000518,C01105,Consumo,2022-10-13,275923.84,146968.62,48,0.2678,Vigente,69,61-90,36742.15,7287.84,38876.18,0.1875
L000519,C00485,Tarjeta,2022-07-06,13957.47,12253.68,48,0.1456,Vigente,0,0,122.54,333.12,3149.3,0.1058
L000520,C00652,Hipotecario,2022-08-24,64131.12,47025.7,12,0.1557,Vigente,0,0,470.26,6176.36,17101.7,0.3612
L000521,C01174,Consumo,2023-05-24,54408.8,40798.58,48,0.2301,Vigente,0,0,407.99,1394.34,4521.35,0.3084
L000522,C00800,Hipotecario,2024-03-28,40959.34,13509.85,60,0.2503,Vigente,0,0,135.1,853.52,48831.14,0.0175
L000523,C00873,Consumo,2024-12-13,5302.04,2909.0,180,0.2227,Vigente,0,0,29.09,36.02,17393.68,0.0021
L000524,C00129,Consumo,2025-10-31,27007.35,24760.86,60,0.2159,Refinanciado,0,0,247.61,547.3,20744.11,0.0264
L000525,C00438,Capital de Trabajo,2023-01-02,92669.63,72425.62,24,0.2427,Vigente,0,0,724.26,4798.36,4515.51,1.0626
L000526,C00751,Vehicular,2024-03-08,39987.96,39074.03,120,0.1683,Vigente,0,0,390.74,389.32,2581.44,0.1508
L000527,C00501,Consumo,2024-12-10,96892.92,77968.75,24,0.0971,Cancelado,0,0,779.69,4429.22,6801.9,0.6512
L000528,C01082,Vehicular,2024-09-29,27223.99,11105.6,180,0.1012,Vigente,0,0,111.06,166.55,13778.37,0.0121
L000529,C00211,Vehicular,2022-08-08,42447.25,30101.76,24,0.2702,Vigente,0,0,301.02,2246.52,4888.32,0.4596
L000530,C00902,Consumo,2024-04-16,15212.08,11290.1,12,0.1612,Vigente,0,0,112.9,1472.02,14096.92,0.1044
L000531,C00045,Consumo,2025-05-03,31586.84,12693.07,36,0.299,Vigente,0,0,126.93,1139.76,19780.33,0.0576
L000532,C01121,Consumo,2022-08-26,18427.29,13984.44,12,0.2087,Vigente,0,0,139.84,1856.09,2003.49,0.9264
L000533,C00535,Capital de Trabajo,2023-07-30,77528.39,21243.83,12,0.32,Vigente,0,0,212.44,8528.12,7793.69,1.0942
L000534,C00461,Tarjeta,2025-09-25,28223.56,7118.6,180,0.0946,Refinanciado,0,0,71.19,171.63,6704.59,0.0256
L000535,C00391,Hipotecario,2025-05-08,290138.4,286152.88,120,0.3268,Vigente,0,0,2861.53,3207.96,25302.71,0.1268
L000536,C01068,Consumo,2024-08-31,36229.18,20136.37,24,0.0885,Cancelado,0,0,201.36,1643.14,18586.93,0.0884
L000537,C00027,Tarjeta,2025-04-30,26569.01,21023.16,60,0.3132,Cancelado,0,0,210.23,581.51,4638.05,0.1254
L000538,C00794,Consumo,2022-06-14,27633.79,18708.11,12,0.3199,Vigente,0,0,187.08,3039.49,15790.79,0.1925
L000539,C01121,Tarjeta,2022-12-14,158772.08,140817.24,24,0.158,Vigente,65,61-90,35204.31,7660.75,11501.39,0.6661
L000540,C00975,Hipotecario,2024-09-21,24324.76,8596.96,120,0.2617,Vigente,0,0,85.97,255.75,13743.11,0.0186
L000541,C00548,Capital de Trabajo,2026-01-18,14161.03,6096.39,120,0.2468,Cancelado,0,0,60.96,147.13,19518.6,0.0075
L000542,C00621,Consumo,2023-11-23,31110.24,8956.33,72,0.2157,Vigente,0,0,89.56,525.29,15250.16,0.0344
L000543,C00567,Consumo,2025-01-01,46344.52,28593.07,12,0.299,Vigente,0,0,285.93,5016.79,5657.17,0.8868
L000544,C00704,Consumo,2025-02-03,28042.89,8461.68,12,0.1045,Vigente,0,0,84.62,2581.11,21362.31,0.1208
L000545,C00185,Hipotecario,2023-01-28,17960.82,14899.54,12,0.325,Vigente,0,0,149.0,1983.17,5201.38,0.3813
L000546,C01093,Vehicular,2025-06-21,49089.87,25978.84,36,0.3051,Vigente,0,0,259.79,1779.64,3984.65,0.4466
L000547,C01154,Capital de Trabajo,2025-01-08,52593.89,27245.33,60,0.0926,Vigente,2,1-30,817.36,957.73,21313.07,0.0449
L000548,C00848,Tarjeta,2024-09-19,138677.43,41031.71,60,0.0834,Vigente,0,0,410.32,2504.05,17924.92,0.1397
L000549,C00599,Tarjeta,2023-01-04,33654.59,24736.28,24,0.1944,Vigente,0,0,247.36,1674.88,21046.64,0.0796
L000550,C00806,Consumo,2024-04-11,12002.3,3415.06,24,0.2023,Vigente,4,1-30,102.45,601.27,8931.09,0.0673
L000551,C01178,Hipotecario,2023-12-23,21735.87,13043.87,36,0.2449,Refinanciado,0,0,130.44,751.64,19186.68,0.0392
L000552,C00079,Hipotecario,2023-08-19,28387.5,22981.43,12,0.2921,Vigente,0,0,229.81,3056.62,5936.99,0.5148
L000553,C00579,Consumo,2025-10-14,41773.48,37114.14,12,0.2678,Vigente,0,0,371.14,4413.37,17468.22,0.2527
L000554,C00413,Hipotecario,2024-08-08,103953.07,79641.65,48,0.2264,Vigente,0,0,796.42,2656.0,49467.02,0.0537
L000555,C00546,Vehicular,2023-03-15,61315.38,31275.14,24,0.2806,Vigente,0,0,312.75,3271.69,19220.57,0.1702
L000556,C00169,Hipotecario,2024-09-12,2916.16,2384.44,48,0.1756,Vigente,0,0,23.84,71.42,2761.83,0.0259
L000557,C00681,Vehicular,2026-01-11,17578.17,5207.71,36,0.3146,Vigente,0,0,52.08,641.9,6016.67,0.1067
L000558,C00583,Tarjeta,2025-04-16,6959.33,3683.13,72,0.2667,Vigente,0,0,36.83,122.44,7457.07,0.0164
L000559,C00515,Consumo,2023-04-16,12593.41,6225.84,24,0.1319,Vigente,0,0,62.26,593.94,6599.81,0.09
L000560,C00032,Tarjeta,2022-08-24,59850.33,23431.66,48,0.2735,Vigente,0,0,234.32,1587.9,13294.68,0.1194
L000561,C00287,Tarjeta,2023-12-20,51261.03,50798.73,24,0.2132,Vigente,0,0,507.99,2591.25,1963.31,1.3198
L000562,C00594,Tarjeta,2025-04-06,17758.82,15559.33,12,0.317,Vigente,0,0,155.59,1949.03,7736.58,0.2519
L000563,C01067,Consumo,2026-01-04,4833.25,2997.48,36,0.3223,Vigente,0,0,29.97,177.53,15870.25,0.0112
L000564,C00617,Consumo,2024-05-16,20341.17,15117.46,72,0.0827,Vigente,0,0,151.17,305.88,18660.3,0.0164
L000565,C01025,Consumo,2024-06-12,19017.44,15784.06,36,0.2003,Vigente,58,31-60,1578.41,634.07,30026.16,0.0211
L000566,C00270,Consumo,2022-06-02,24429.83,12126.52,72,0.224,Refinanciado,0,0,121.27,415.31,21039.52,0.0197
L000567,C00518,Capital de Trabajo,2025-08-07,70946.22,31086.45,72,0.1514,Vigente,0,0,310.86,1134.55,13794.71,0.0822
L000568,C01127,Consumo,2023-01-22,22064.53,16510.13,48,0.3092,Vigente,0,0,165.1,601.81,6765.93,0.0889
L000569,C01034,Hipotecario,2025-09-05,29203.5,28454.24,12,0.1436,Vigente,0,0,284.54,2783.09,1966.37,1.4153
L000570,C00583,Hipotecario,2025-01-06,14182.76,6927.63,120,0.169,Vigente,0,0,69.28,138.16,12987.38,0.0106
L000571,C01114,Tarjeta,2025-09-14,4188.27,1412.7,12,0.1991,Vigente,0,0,14.13,418.51,2585.7,0.1619
L000572,C00226,Tarjeta,2025-07-27,42466.21,40709.24,24,0.1569,Vigente,5,1-30,1221.28,2047.05,17548.09,0.1167
L000573,C00670,Tarjeta,2026-02-03,30389.98,8661.85,24,0.3262,Vigente,0,0,86.62,1679.3,20892.81,0.0804
L000574,C00917,Consumo,2022-07-05,29604.4,27085.75,12,0.2976,Vigente,0,0,270.86,3201.22,16541.41,0.1935
L000575,C00126,Consumo,2023-09-07,37429.44,14126.43,24,0.1263,Vigente,0,0,141.26,1756.53,9537.93,0.1842
L000576,C00956,Hipotecario,2023-10-25,24558.67,13373.93,120,0.326,Vigente,0,0,133.74,271.37,1888.35,0.1437
L000577,C01121,Capital de Trabajo,2024-12-30,109585.07,75869.55,60,0.1147,Cancelado,0,0,758.7,2035.91,17337.57,0.1174
L000578,C00074,Capital de Trabajo,2022-06-05,137729.76,70533.32,24,0.1435,Vigente,0,0,705.33,6562.25,20418.89,0.3214
L000579,C00056,Tarjeta,2025-04-06,80137.35,48100.49,60,0.1926,Vigente,0,0,481.0,1592.86,20656.43,0.0771
L000580,C00720,Capital de Trabajo,2024-09-02,79450.46,22508.03,60,0.2373,Vigente,0,0,225.08,1638.4,18314.15,0.0895
L000581,C00553,Hipotecario,2023-09-21,27336.82,12039.49,12,0.1241,Vigente,0,0,120.39,2560.78,17225.36,0.1487
L000582,C00032,Tarjeta,2025-08-06,21998.72,13847.92,36,0.1183,Vigente,67,61-90,3461.98,683.37,9852.55,0.0694
L000583,C00574,Consumo,2024-11-14,27961.0,14869.08,12,0.1057,Vigente,0,0,148.69,2576.37,17108.73,0.1506
L000584,C00667,Tarjeta,2025-10-21,46209.44,31978.42,24,0.3249,Vigente,0,0,319.78,2550.95,15621.42,0.1633
L000585,C00284,Consumo,2022-07-23,30010.22,27464.75,24,0.2901,Cancelado,0,0,274.65,1613.17,10409.88,0.155
L000586,C00187,Capital de Trabajo,2025-11-20,162627.02,108251.91,12,0.1104,Cancelado,0,0,1082.52,15048.42,16048.2,0.9377
L000587,C00498,Consumo,2025-06-02,49637.67,49115.0,24,0.2949,Vigente,0,0,491.15,2678.16,3834.01,0.6985
L000588,C00130,Tarjeta,2023-01-09,21004.02,9651.11,120,0.306,Vigente,0,0,96.51,228.59,20614.49,0.0111
L000589,C00639,Tarjeta,2025-04-30,18166.23,15751.68,48,0.3006,Vigente,0,0,157.52,492.23,12713.94,0.0387
L000590,C00114,Capital de Trabajo,2025-02-27,76249.74,34105.64,180,0.2837,Vigente,0,0,341.06,543.79,3234.22,0.1681
L000591,C00013,Capital de Trabajo,2023-10-21,160607.5,123202.88,48,0.1449,Cancelado,0,0,1232.03,3830.82,21356.79,0.1794
L000592,C00444,Vehicular,2023-07-18,10175.59,4897.17,24,0.3309,Vigente,0,0,48.97,564.28,19666.83,0.0287
L000593,C00447,Consumo,2022-06-19,108865.76,54587.18,36,0.2985,Vigente,0,0,545.87,3926.73,13597.7,0.2888
L000594,C00986,Tarjeta,2026-01-14,55781.07,53095.08,24,0.2724,Vigente,0,0,530.95,2957.33,9945.24,0.2974
L000595,C00993,Tarjeta,2024-10-02,33709.58,23002.97,60,0.2653,Vigente,0,0,230.03,710.88,21269.63,0.0334
L000596,C00715,Consumo,2023-08-16,7548.53,4753.9,12,0.2836,Refinanciado,0,0,47.54,807.44,13800.91,0.0585
L000597,C00074,Consumo,2022-05-30,150732.77,95249.35,12,0.2906,Vigente,0,0,952.49,16211.31,20890.02,0.776
L000598,C00537,Capital de Trabajo,2022-07-21,171806.07,115730.22,24,0.2683,Vigente,0,0,1157.3,9079.23,19190.8,0.4731
L000599,C00101,Vehicular,2024-08-30,9265.33,7933.66,72,0.1877,Refinanciado,0,0,79.34,152.84,7120.75,0.0215
L000600,C00176,Consumo,2023-09-27,32961.66,9149.61,12,0.2761,Vigente,0,0,91.5,3505.2,20067.52,0.1747
L000601,C00427,Consumo,2023-05-09,61694.02,30929.21,36,0.1594,Vigente,5,1-30,927.88,1986.89,19233.7,0.1033
L000602,C01141,Capital de Trabajo,2025-01-09,97461.62,43794.34,180,0.1634,Vigente,0,0,437.94,629.93,4852.04,0.1298
L000603,C01190,Consumo,2025-07-14,50089.83,46004.85,120,0.1136,Vigente,0,0,460.05,464.83,14644.67,0.0317
L000604,C00041,Hipotecario,2023-12-23,9660.0,2596.15,12,0.298,Vigente,0,0,25.96,1044.89,17672.8,0.0591
L000605,C00429,Consumo,2023-01-06,3880.49,1115.42,120,0.1163,Vigente,0,0,11.15,36.1,4134.25,0.0087
L000606,C00344,Consumo,2024-12-11,49795.44,39176.93,36,0.1692,Cancelado,0,0,391.77,1617.25,19670.58,0.0822
L000607,C00366,Consumo,2022-07-15,25700.44,22252.54,48,0.2421,Vigente,0,0,222.53,665.05,10586.6,0.0628
L000608,C01144,Tarjeta,2023-04-12,18617.17,9669.67,12,0.1716,Vigente,0,0,96.7,1817.66,13524.45,0.1344
L000609,C00609,Consumo,2023-09-17,12612.3,5979.52,72,0.2383,Cancelado,0,0,59.8,216.91,19138.79,0.0113
L000610,C00657,Hipotecario,2024-02-25,41482.22,31778.92,60,0.2833,Vigente,0,0,317.79,887.24,2227.51,0.3983
L000611,C00728,Capital de Trabajo,2023-06-22,30283.25,20714.91,24,0.3154,Vigente,0,0,207.15,1659.77,9158.56,0.1812
L000612,C00229,Capital de Trabajo,2024-07-01,160222.74,130910.58,24,0.2746,Vigente,0,0,1309.11,8509.16,3782.0,2.2499
L000613,C00825,Tarjeta,2024-04-05,48109.28,15270.3,12,0.1543,Refinanciado,19,1-30,458.11,4627.71,4464.98,1.0364
L000614,C01154,Capital de Trabajo,2023-06-23,23658.37,12572.79,24,0.1186,Cancelado,0,0,125.73,1102.68,13900.06,0.0793
L000615,C00889,Hipotecario,2025-03-26,8958.84,5724.35,48,0.1863,Vigente,0,0,57.24,221.41,17315.09,0.0128
L000616,C00984,Consumo,2024-10-07,49331.98,39902.15,60,0.0956,Vigente,0,0,399.02,900.8,4366.54,0.2063
L000617,C00836,Consumo,2024-07-12,46594.21,33434.79,24,0.1598,Vigente,0,0,334.35,2251.67,14816.8,0.152
L000618,C00117,Consumo,2026-03-16,56207.23,20992.9,24,0.1939,Cancelado,0,0,209.93,2796.08,1913.0,1.4616
L000619,C00818,Consumo,2022-08-06,16998.03,16180.48,12,0.2187,Vigente,0,0,161.8,1726.29,19326.41,0.0893
L000620,C00368,Hipotecario,2024-05-09,34541.89,25200.67,120,0.2145,Vigente,0,0,252.01,349.59,29005.34,0.0121
L000621,C01118,Tarjeta,2022-10-04,128669.65,46762.73,72,0.3285,Vigente,0,0,467.63,2374.13,2169.01,1.0946
L000622,C00168,Hipotecario,2024-06-18,13899.86,13642.3,12,0.1216,Vigente,0,0,136.42,1299.17,16028.99,0.0811
L000623,C00954,Consumo,2023-10-22,37458.76,28193.38,60,0.2722,Vigente,0,0,281.93,794.25,39845.22,0.0199
L000624,C00661,Tarjeta,2026-01-25,30048.75,14060.49,60,0.0977,Cancelado,0,0,140.6,549.74,7411.95,0.0742
L000625,C00695,Tarjeta,2024-01-03,58386.75,56939.55,36,0.2171,Vigente,0,0,569.4,1973.96,7863.88,0.251
L000626,C00925,Vehicular,2025-03-19,29063.14,19700.26,36,0.2923,Vigente,0,0,197.0,1043.29,3666.94,0.2845
L000627,C00152,Tarjeta,2025-03-22,38751.22,16760.21,120,0.129,Vigente,0,0,167.6,364.58,19525.08,0.0187
L000628,C00586,Consumo,2025-06-18,51472.01,37344.12,36,0.3398,Vigente,0,0,373.44,1915.62,18841.78,0.1017
L000629,C00913,Consumo,2025-01-11,7704.15,5543.48,48,0.193,Vigente,0,0,55.43,191.48,2417.48,0.0792
L000630,C00274,Tarjeta,2022-05-29,278165.61,94576.88,120,0.1749,Vigente,0,0,945.77,2723.47,32214.93,0.0845
L000631,C00496,Consumo,2024-03-30,51805.78,43619.19,60,0.3168,Vigente,0,0,436.19,1136.96,4429.93,0.2567
L000632,C00101,Consumo,2024-08-13,2823.67,2028.29,48,0.2437,Vigente,0,0,20.28,73.16,18477.3,0.004
L000633,C00557,Hipotecario,2024-11-07,52498.38,19807.25,36,0.2451,Vigente,0,0,198.07,1815.71,1803.19,1.0069
L000634,C01106,Tarjeta,2022-11-06,8554.67,4987.79,24,0.1574,Vigente,0,0,49.88,412.55,3099.34,0.1331
L000635,C00073,Vehicular,2022-09-11,16791.02,12547.88,36,0.205,Vigente,0,0,125.48,562.03,12440.26,0.0452
L000636,C01038,Capital de Trabajo,2024-06-15,75351.48,53637.61,120,0.3388,Vigente,138,>90,26818.81,840.67,4432.63,0.1897
L000637,C00157,Capital de Trabajo,2023-02-13,13400.4,4379.25,36,0.1432,Vigente,0,0,43.79,425.54,16693.77,0.0255
L000638,C00735,Tarjeta,2024-10-25,22044.15,16853.96,72,0.2343,Vigente,0,0,168.54,377.9,10688.13,0.0354
L000639,C00132,Consumo,2025-06-11,50500.72,19741.61,36,0.2631,Cancelado,0,0,197.42,1771.87,7078.0,0.2503
L000640,C01019,Tarjeta,2025-02-13,117316.83,89502.53,12,0.1056,Vigente,0,0,895.03,10808.79,12749.82,0.8478
L000641,C00559,Capital de Trabajo,2025-06-05,152763.96,43400.01,72,0.1656,Vigente,0,0,434.0,2473.08,4988.11,0.4958
L000642,C00107,Consumo,2022-08-28,38908.89,31665.97,72,0.2862,Vigente,0,0,316.66,695.06,3718.73,0.1869
L000643,C00265,Capital de Trabajo,2022-09-07,72752.19,43716.97,48,0.1211,Vigente,0,0,437.17,1699.22,7355.81,0.231
L000644,C01103,Capital de Trabajo,2024-07-01,5655.39,2157.07,36,0.1079,Vigente,0,0,21.57,174.04,17449.38,0.01
L000645,C00155,Tarjeta,2025-03-05,39127.72,19082.94,12,0.3296,Cancelado,90,61-90,4770.73,4335.35,36863.64,0.1176
L000646,C00988,Consumo,2022-11-23,16887.94,14248.04,60,0.2175,Cancelado,0,0,142.48,342.68,4128.88,0.083
L000647,C00997,Tarjeta,2026-03-11,248131.21,231373.99,24,0.3073,Vigente,0,0,2313.74,13515.91,46792.5,0.2888
L000648,C00247,Consumo,2022-08-29,46295.07,12485.44,48,0.2897,Vigente,0,0,124.85,1243.89,9410.12,0.1322
L000649,C00531,Tarjeta,2022-08-25,49204.14,19934.11,120,0.0878,Vigente,12,1-30,598.02,446.04,14394.86,0.031
L000650,C00858,Consumo,2023-08-24,55119.76,47201.54,36,0.2689,Vigente,0,0,472.02,1942.82,5030.8,0.3862
L000651,C00538,Consumo,2025-07-11,22443.3,12967.93,48,0.2768,Vigente,0,0,129.68,596.99,4302.39,0.1388
